Genus	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Desulfobacterota;?;?;?;?	0	0	18	0	44	8	0	3	0	13	6	331	121	1	113	3	606	0	121	0	0	227	0	274	0	2	0	0	0	108	193	0	55	0	0	0	0	0	0	0	51	0	0	0	114	0	573	0	0	343	0	0	0	0	0	346	0	0	0	166	0	0	0	0	0	11	0	16	48	4	0	0	1601	17	399	0	0	2646	0	2	4	128	0	105	5	21	36	0	0	22	149	11	60	0	261	22	0	0	0	0	542	0	0	79	0	2	291	127	49	0	0	0	0	28	0	159	0	0	0	0	0	0	1	0	13	0	264	0	0	0	0	0	3	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081 sediment group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;?;?;?	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;?;?	0	0	0	0	0	0	173	457	110	1	0	11	17	209	6	1	160	444	0	0	0	0	0	1	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	13	3886	0	0	0	13	0	58	0	0	7	0	494	0	0	0	0	932	0	12	0	0	5216	929	19	8500	6	0	0	0	31	0	0	0	57	2	0	1	16	0	59	17	6	0	3	3	0	0	0	240	2	0	0	17	0	0	33	0	0	0	3	52	0	0	5	160	74	219	8	34	0	0	0	0	0	0	1	0	0	40	6	0	11	7	13	4	69	27	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;?	0	240	279	0	535	26	2	11	8	31	3	1388	377	4	657	8	5456	6	80	0	1	101	0	104	0	13	6	3	0	230	452	255	141	35	0	30	26	9	0	1	33	0	42	0	93	15	366	22	0	1059	7	10	0	4	0	180	17	0	2	0	31	3	8	47	3	782	1	9	143	2	0	0	960	83	312	0	0	3573	0	35	11	408	0	681	0	47	0	0	0	123	100	19	206	0	489	62	0	7	0	0	1026	0	2	178	1	0	2321	79	2734	0	10	2	0	145	0	1028	485	0	0	451	0	57	1	3	508	10	1302	0	4	41	10	11	7	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila	0	0	0	0	0	13	7	230	26	2	6	42	21	1087	23	0	141	0	1	17	48	920	226	1432	150	1574	64	84	0	0	25	0	13	1383	942	1373	1264	5042	0	0	2	0	3195	1845	2697	1354	4092	1785	4	258	2474	0	0	0	0	5	0	0	156	0	6	0	0	0	168	0	0	0	14	1	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	33	2	0	0	0	0	0	2	4	82	0	1	3647	0	0	0	0	22	4	0	0	4	0	3	0	7	0	0	5	0	1	0	125	294	2	315	96	459	425	354	251	103	60	1226	2432	942	2069	20	2	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	0	0	72	0	226	11	9	13	0	20	15	475	194	6	42	3	762	0	65	1	0	768	1	572	3	146	19	0	17	162	350	94	144	113	27	97	119	35	0	3	0	398	405	222	304	124	710	92	0	201	287	206	0	0	1	106	0	0	0	247	9	2	0	3	0	43	0	16	24	2	0	0	779	40	1023	0	0	3373	0	24	9	59	0	49	0	152	0	0	0	63	24	25	73	0	177	3	1	342	0	0	773	0	0	49	0	0	236	0	18	0	0	0	0	16	0	101	243	0	0	0	0	0	29	47	80	86	684	0	38	1060	6	488	31	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella	0	0	0	0	0	0	0	1	0	9	0	0	6	0	3	0	7	0	8	0	0	0	0	23	0	3	0	0	0	1	6	0	13	0	0	0	5	45	0	0	0	0	7	28	25	7	45	16	0	1	0	0	0	0	0	49	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	15	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	11	0	0	2	0	4	0	0	0	0	0	0	7	0	0	0	41	0	5	0	0	0	0	21	0	0	38	2	4	2	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;?;?;?	0	0	3	0	0	0	0	51	0	15	0	7	1	0	6	0	0	0	4	0	0	43	0	16	2	1	2	0	0	12	80	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	341	0	0	0	0	0	54	5	0	67	0	0	0	0	0	10	0	0	61	0	0	5	0	6	0	0	0	0	11	0	58	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	31	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;?;?	0	105	3	0	0	6	1	21	0	66	0	6	51	0	13	0	0	0	24	0	0	179	0	43	0	0	9	0	0	85	270	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	101	0	0	0	0	0	141	0	0	0	0	0	0	0	18	0	0	0	0	11	0	0	0	3	0	0	0	0	5	0	0	0	0	0	1	0	936	0	0	0	0	130	65	7	0	0	13	0	0	0	0	34	0	0	158	0	0	37	0	6	0	0	0	0	25	0	138	0	0	0	35	0	8	0	0	0	0	0	0	0	0	0	0	63	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium	0	0	7	0	2	1	12	0	0	0	0	0	0	0	10	0	6	0	19	0	0	2	0	8	0	0	0	0	0	122	179	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	150	0	0	0	25	0	0	0	0	0	0	0	0	31	0	6	0	52	0	0	0	0	0	0	0	0	10	0	0	106	0	67	0	0	0	0	3	0	218	0	0	0	0	0	0	0	0	19	0	968	0	0	0	0	0	0	0	0	0
Bacteria;Elusimicrobiota;Lineage IIa;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	0	72	50	0	23	0	6	73	107	39	0	3	10	0	45	34	52	0	9	0	0	167	0	119	0	0	0	0	0	28	45	0	19	0	0	0	0	0	20	0	0	0	0	1	68	0	927	3	2	5	0	0	2	49	8	7	0	13	0	0	71	3	5	0	0	37	6	0	5	21	0	0	3	0	58	0	1	4	0	0	0	0	1	0	0	64	1	0	0	0	0	1	2	4	0	14	0	1	26	0	27	0	37	38	0	0	3	0	1	0	0	0	0	2	0	45	0	0	0	6	0	0	0	0	0	0	24	0	0	0	0	0	49	0	0	0
Bacteria;Firmicutes;?;?;?;?	2	12304	6815	51	3118	199	515	1268	315	2147	31	6843	1688	31	6154	1127	3236	798	2350	32	89	5220	49	6662	276	143	439	413	49	1993	2418	1028	2157	55	4	100	81	97	524	1315	58	367	1759	1847	1791	333	1506	1062	137	4803	1500	270	267	181	2	2351	50	92	53	309	1327	377	276	705	10	2918	91	59	1955	873	148	165	1340	316	1174	37	1034	3639	42	16	271	467	264	1571	147	9651	1194	93	850	1696	183	1581	1261	161	2039	693	1176	1319	557	1056	3005	430	689	4992	2658	1890	2103	795	1625	122	440	78	235	477	1355	6360	60	188	63	5793	2889	1368	73	84	278	214	5163	1635	2246	1647	1570	3912	1773	41	150	22
Bacteria;Firmicutes;Bacilli;?;?;?	62	76	414	1649	147	27	148	152	373	151	132	42	63	132	19	962	128	386	462	72	21	321	27	656	1528	67	90	1729	471	207	145	2	118	56	69	15	77	83	230	76	78	627	118	357	619	21	242	204	423	154	151	980	301	1260	7031	189	310	276	119	699	453	1041	544	499	53	1281	879	0	558	1194	748	44	199	51	474	1421	148	298	241	34	260	138	3072	434	818	389	772	59	177	34	98	169	148	163	382	95	1103	195	1840	161	213	325	516	290	8078	497	339	35	629	3545	431	25	763	7	1538	149	3	284	32	1479	323	848	138	116	102	119	193	80	279	55	344	113	18	64	8	85
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;?	0	0	0	0	0	0	0	0	0	0	0	29	15	1	18	0	122	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	54	0	594	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Anaeroplasma	0	22	5	0	0	19	0	13	0	0	0	212	168	0	61	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	82	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	14	0	12	1	0	0	0	8	0	0	0	13	0	0	0	99	0	0	0	0	17	13	645	0	0	0	0	0	0	0	18	0	0	11	0	0	516	0	102	0	0	0	0	10	0	115	254	0	0	3	0	3	0	0	1	0	6	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Aneurinibacillales;Aneurinibacillaceae;Aneurinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;?;?	220	315	91	1108	74	0	417	221	83	80	1	53	274	606	86	200	27	0	19	205	27	453	298	309	3830	520	10	372	0	0	2	0	0	2	20	5	17	15	0	127	0	0	0	12	0	0	0	0	11	5	0	0	3	588	171	1	0	36	1601	0	11	12	30	4	0	20	1	0	55	139	0	62	19	0	139	151	330	7	0	0	4	11	1333	0	13	21	0	0	0	2	0	8	0	0	0	0	0	0	4	1	0	0	56	0	0	29	3	0	2	16	0	0	0	12	0	2	0	247	340	10	33	1304	9	7	36	29	132	0	0	0	0	0	4	1235	252	1140
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;?	0	0	0	0	0	0	0	12	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	32	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	151
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	2	0	3	0	0	2	1	0	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	22	6	0	0	0	0	0	0	0	1	0	0	0	214	0	0	0	0	1	6	3	1	0	51	24	9	58	0	0	10	0	0	0	0	3	0	0	0	0	0	0	11	1	0	1	0	5	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	44	4	48	8	0	0	0	0	0	0	0	239	0	83	11	0	0	0	0	1	0	77	32	0	0	44	0	0	0	0	0	0	0	0	0	0	1	21	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	7	38	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudogracilibacillus	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ureibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae;Geomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	1	1	0	0	0	20	16	27	56	0	0	0	0	0	31	3	14	5	0	0	3	0	0	0	1	10	3	5	7	8	0	21	0	1	0	0	0	5	34	0	1	0	1	3	2	2	4	14	4	0	1	22	21	30	2	2	44	1	8	51	10	8	14	0	23	9	2	4	47	10	3	1	1	10	9	49	3	0	0	3	1	0	52	0	1	13	10	9	57	0	102	31	0	121	9	35	6	62	13	7	20	64	17	4	127	1	0	3	7	10	5	0	2	16	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;?;?	1	2	23	0	29	10	324	218	1583	382	1	21	86	4	41	2391	207	1121	1101	14	0	408	35	129	2612	768	471	260	443	477	234	1	217	108	274	6	60	18	569	52	304	911	7	153	783	5	1126	74	45	73	145	450	432	10580	139	369	0	1800	384	0	3176	13106	5091	3212	306	4121	14970	4	1176	2743	777	152	277	6	1689	376	12	351	0	0	9	196	141	5110	2751	820	1103	36	457	205	108	257	1598	23	2254	164	462	278	10728	1286	306	1693	3108	2006	300	5	1297	6	2077	16854	1	6	1762	79	13115	392	77	0	2	11	0	25	0	0	3	3	110	0	52	94	35	130	71	2412	118	1201
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;?	0	0	7	0	10	0	3	0	0	5	0	0	0	0	0	66	57	0	1	0	0	4	0	12	3	0	0	0	0	9	6	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	2	13	0	13	16	5	45	3	0	14	3	0	0	16	7	4	5	9	15	0	3	29	2	1	3	0	28	19	6	3	0	0	2	0	0	2	5	0	6	2	0	10	0	0	0	0	0	0	1	0	3	0	14	1	0	13	1	0	29	0	36	0	3	0	0	4	0	65	0	0	0	10	0	4	0	0	9	0	13	0	0	3	0	0	2	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium	0	62	35	0	94	16	50	30	13	46	6	152	43	0	218	18	113	0	406	0	0	7	0	2	0	2	1	0	0	144	334	0	153	0	0	0	0	0	95	4	0	0	1329	207	127	154	251	205	0	5	2560	25	33	5	19	277	0	33	1	0	285	118	0	7	441	248	2	0	79	9	0	0	198	0	300	2	0	95	0	6	0	60	18	158	5	300	0	0	0	16	6	5	3033	0	130	58	0	2337	0	0	162	5	136	100	111	1	207	50	273	0	9	0	0	3	0	269	0	0	0	17	0	1	0	0	0	0	16	0	5	802	5	2061	34	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Coprobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium	0	37	65	0	96	0	13	20	62	37	0	2	0	0	5	17	6	0	22	0	0	36	0	16	0	0	0	0	0	4	9	0	5	0	0	0	0	0	0	0	0	62	0	0	0	0	1	0	0	6	0	17	0	51	0	10	0	17	0	0	18	6	0	10	0	5	0	0	39	7	0	0	0	0	8	0	0	9	0	0	1	0	3	0	3	0	0	0	0	0	23	0	1	0	0	11	0	1	1	0	1	0	38	1	0	0	7	0	1	6	0	0	0	0	0	0	0	0	0	4	0	20	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	2	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;?	0	0	26	0	64	1	56	118	348	176	1	30	103	13	46	1201	59	171	887	0	0	15	1	12	10	102	1	0	35	94	57	0	27	4	23	2	1	2	199	33	11	164	571	261	3541	54	1123	647	1	107	2224	240	116	499	50	178	18	173	5	0	4371	922	960	786	16	3574	718	3	534	1727	341	25	39	10	269	20	0	178	8	0	7	31	139	2735	1214	394	998	33	30	13	28	138	331	0	870	110	407	1463	2638	262	114	736	3310	694	3	8	849	7	1980	2818	4	6	711	51	1089	135	2	0	0	24	0	32	0	0	13	0	205	0	9	1523	4	2528	7	1136	37	718
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Allobaculum	0	1901	2466	2	2702	151	8446	7812	38680	2475	26	580	832	14	4260	6369	3648	848	1441	4	0	2265	4	2631	1	59	7	0	853	6054	2529	276	4782	0	0	0	3	0	26412	604	967	5252	76	196	3001	10	6098	198	647	2583	388	2232	1919	15989	2163	777	130	3456	3302	38	8071	6952	3643	4801	2	5164	4684	26	1897	6717	436	840	1163	51	4045	386	38	1006	0	34	129	160	1291	1139	4016	4492	5418	589	99	370	145	416	1786	62	4207	202	2572	463	12952	675	295	6224	5901	1998	23	31	5493	38	7661	11120	11	37	3024	242	4768	4372	604	17	0	4013	0	5025	0	1	38	4	509	3	3	112	0	355	1359	74	2	21
